gene,group,Bin,Bucket,Lump,Quality
RSPH4A,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
TRPC6,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
AFMID,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
VEPH1,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
MAGI1,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
P4HA3,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
CMBL,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
CRACR2B,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
PLOD2,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
CEACAM1,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
ALDH2,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
LINC01558,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
MAN1A1,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
FAM174B,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
NFIA-AS2,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
FLNC,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
REEP1,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
MICAL2,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
ATP9A,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
TRIP6,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
BMP2K,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
FAM162B,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
MYO7A,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
IL7,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
PCLO,LEC4 (STAB2+),Lymphatic EC,Endothelial,Stromal,
CLDN11,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
DEGS2,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
PLAC9,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
SBSPON,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
TSPAN5,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
SCG3,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
TCTN3,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
OAZ1,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
RADIL,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
ANGPT2,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
BIK,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
HGF,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
TSTA3,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
FOXC2,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
DDX10,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
SOCS2,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
FZD10,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
MDFIC,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
DSEL,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
ADIRF,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
TPST2,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
C17orf58,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
TSPO,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
DPP4,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
ADM,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
KLF10,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
GSTM3,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
CDKN2D,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
IL20RA,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
CRIP1,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
PPP3CA,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
ADAM22,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
ABCA4,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
CAMK1,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
EDNRB,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
BCO2,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
PHLDB3,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
POF1B,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
PLSCR3,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
SGCE,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
SV2C,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
FGFBP1,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
CCDC141,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
SCPEP1,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
PRR34-AS1,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
PTPN14,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
NEO1,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
THSD1,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
SLPI,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
ARID5B,LEC5 (CLDN11+),Lymphatic EC,Endothelial,Stromal,
TC2N,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
MMRN1,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
FGL2,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
AKAP12,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
MTRNR2L12,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
AHNAK,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
MFAP4,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
SYNE1,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
CHRDL1,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
SLC38A2,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
MT-ND4L,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
ENDOD1,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
PPFIBP1,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
CCDC47,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
MT-ATP8,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
MT1E,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
SCNN1B,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
CNKSR3,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
PKHD1L1,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
TNXB,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
STC1,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
SLC39A14,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
PNPLA2,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
HOXD8,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
PDLIM4,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
COL6A3,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
SLC12A7,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
DSP,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
ANTXR2,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
ISG20,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
F2RL3,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
SASH1,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
RGS16,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
ACKR2,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
GABRE,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
LRRN4CL,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
AKR1C3,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
CEBPD,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
NDNF,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
SLC2A7,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
AKAP2,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
MSRB3,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
CEBPB,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
VPS35L,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
SYNM,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
PRELP,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
SIN3B,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
PTPN3,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
SPSB1,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
B3GNT7,LEC6 (ADAMTS4+),Lymphatic EC,Endothelial,Stromal,
ADAMTS1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
SRGN,Mature arterial EC,Aterial EC,Endothelial,Stromal,
TM4SF1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
SULF1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
RHOB,Mature arterial EC,Aterial EC,Endothelial,Stromal,
CTGF,Mature arterial EC,Aterial EC,Endothelial,Stromal,
PALMD,Mature arterial EC,Aterial EC,Endothelial,Stromal,
ATP1A1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
ID1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
LTC4S,Mature arterial EC,Aterial EC,Endothelial,Stromal,
KCTD12,Mature arterial EC,Aterial EC,Endothelial,Stromal,
FAM107A,Mature arterial EC,Aterial EC,Endothelial,Stromal,
SEMA3G,Mature arterial EC,Aterial EC,Endothelial,Stromal,
PCSK5,Mature arterial EC,Aterial EC,Endothelial,Stromal,
ASS1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
GAS6,Mature arterial EC,Aterial EC,Endothelial,Stromal,
SERPINE2,Mature arterial EC,Aterial EC,Endothelial,Stromal,
BGN,Mature arterial EC,Aterial EC,Endothelial,Stromal,
PTGIS,Mature arterial EC,Aterial EC,Endothelial,Stromal,
STOM,Mature arterial EC,Aterial EC,Endothelial,Stromal,
SMAD6,Mature arterial EC,Aterial EC,Endothelial,Stromal,
ATP2A3,Mature arterial EC,Aterial EC,Endothelial,Stromal,
COL8A1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
S1PR1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
LIMA1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
ABI3BP,Mature arterial EC,Aterial EC,Endothelial,Stromal,
MGP,Mature arterial EC,Aterial EC,Endothelial,Stromal,
CFAP36,Mature arterial EC,Aterial EC,Endothelial,Stromal,
FGF2,Mature arterial EC,Aterial EC,Endothelial,Stromal,
PLLP,Mature arterial EC,Aterial EC,Endothelial,Stromal,
ITPR2,Mature arterial EC,Aterial EC,Endothelial,Stromal,
TINAGL1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
HEY2,Mature arterial EC,Aterial EC,Endothelial,Stromal,
CTTNBP2NL,Mature arterial EC,Aterial EC,Endothelial,Stromal,
FNIP2,Mature arterial EC,Aterial EC,Endothelial,Stromal,
IFITM1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
EPAS1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
CDC42BPA,Mature arterial EC,Aterial EC,Endothelial,Stromal,
HSD17B12,Mature arterial EC,Aterial EC,Endothelial,Stromal,
MX1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
SSTR1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
PDCD4,Mature arterial EC,Aterial EC,Endothelial,Stromal,
ID4,Mature arterial EC,Aterial EC,Endothelial,Stromal,
HEY1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
RNF144B,Mature arterial EC,Aterial EC,Endothelial,Stromal,
PTPRB,Mature arterial EC,Aterial EC,Endothelial,Stromal,
S100A6,Mature arterial EC,Aterial EC,Endothelial,Stromal,
GFOD1,Mature arterial EC,Aterial EC,Endothelial,Stromal,
CYR61,Mature arterial EC,Aterial EC,Endothelial,Stromal,
ANXA3,Mature arterial EC,Aterial EC,Endothelial,Stromal,
ACKR1,Mature venous EC,Venous EC,Endothelial,Stromal,
LPCAT4,Mature venous EC,Venous EC,Endothelial,Stromal,
LITAF,Mature venous EC,Venous EC,Endothelial,Stromal,
RASA4,Mature venous EC,Venous EC,Endothelial,Stromal,
ZNF385D,Mature venous EC,Venous EC,Endothelial,Stromal,
MPZL2,Mature venous EC,Venous EC,Endothelial,Stromal,
IL1RL1,Mature venous EC,Venous EC,Endothelial,Stromal,
C7,Mature venous EC,Venous EC,Endothelial,Stromal,
CYP1B1,Mature venous EC,Venous EC,Endothelial,Stromal,
TPD52L1,Mature venous EC,Venous EC,Endothelial,Stromal,
HIPK3,Mature venous EC,Venous EC,Endothelial,Stromal,
CCL23,Mature venous EC,Venous EC,Endothelial,Stromal,
HLA-DRB5,Mature venous EC,Venous EC,Endothelial,Stromal,
EPB41L3,Mature venous EC,Venous EC,Endothelial,Stromal,
CADM3-AS1,Mature venous EC,Venous EC,Endothelial,Stromal,
SELP,Mature venous EC,Venous EC,Endothelial,Stromal,
NTN4,Mature venous EC,Venous EC,Endothelial,Stromal,
KLK10,Mature venous EC,Venous EC,Endothelial,Stromal,
RAB3C,Mature venous EC,Venous EC,Endothelial,Stromal,
IL1R1,Mature venous EC,Venous EC,Endothelial,Stromal,
IL18R1,Mature venous EC,Venous EC,Endothelial,Stromal,
MKL2,Mature venous EC,Venous EC,Endothelial,Stromal,
ASRGL1,Mature venous EC,Venous EC,Endothelial,Stromal,
OSMR,Mature venous EC,Venous EC,Endothelial,Stromal,
MYRIP,Mature venous EC,Venous EC,Endothelial,Stromal,
SLC8A1,Mature venous EC,Venous EC,Endothelial,Stromal,
HLA-DQA1,Mature venous EC,Venous EC,Endothelial,Stromal,
SGK1,arterial capillary,Aterial Capillary,Endothelial,Stromal,
MLEC,arterial capillary,Aterial Capillary,Endothelial,Stromal,
CA4,arterial capillary,Aterial Capillary,Endothelial,Stromal,
VWA1,arterial capillary,Aterial Capillary,Endothelial,Stromal,
RGCC,arterial capillary,Aterial Capillary,Endothelial,Stromal,
IGFBP6,arterial capillary,Aterial Capillary,Endothelial,Stromal,
RBP7,arterial capillary,Aterial Capillary,Endothelial,Stromal,
SLC14A1,arterial capillary,Aterial Capillary,Endothelial,Stromal,
CABP1,arterial capillary,Aterial Capillary,Endothelial,Stromal,
ATOH8,arterial capillary,Aterial Capillary,Endothelial,Stromal,
RND1,arterial capillary,Aterial Capillary,Endothelial,Stromal,
MGLL,arterial capillary,Aterial Capillary,Endothelial,Stromal,
P2RY6,arterial capillary,Aterial Capillary,Endothelial,Stromal,
FCN3,arterial capillary,Aterial Capillary,Endothelial,Stromal,
ADGRG1,arterial capillary,Aterial Capillary,Endothelial,Stromal,
IGKC,arterial capillary,Aterial Capillary,Endothelial,Stromal,
HLA-DPB1,arterial capillary,Aterial Capillary,Endothelial,Stromal,
SORBS2,arterial capillary,Aterial Capillary,Endothelial,Stromal,
PDE1C,arterial capillary,Aterial Capillary,Endothelial,Stromal,
ANKRD65,arterial capillary,Aterial Capillary,Endothelial,Stromal,
C1QTNF12,arterial capillary,Aterial Capillary,Endothelial,Stromal,
NOV,arterial capillary,Aterial Capillary,Endothelial,Stromal,
LINC01235,arterial capillary,Aterial Capillary,Endothelial,Stromal,
HLA-DMA,arterial capillary,Aterial Capillary,Endothelial,Stromal,
HLA-DRB1,arterial capillary,Aterial Capillary,Endothelial,Stromal,
HLA-DPA1,arterial capillary,Aterial Capillary,Endothelial,Stromal,
IGHA1,arterial capillary,Aterial Capillary,Endothelial,Stromal,
RAMP3,arterial capillary,Aterial Capillary,Endothelial,Stromal,
CX3CL1,arterial capillary,Aterial Capillary,Endothelial,Stromal,
IFI27,arterial capillary,Aterial Capillary,Endothelial,Stromal,
INMT,arterial capillary,Aterial Capillary,Endothelial,Stromal,
HLA-DQB1,arterial capillary,Aterial Capillary,Endothelial,Stromal,
IFI27L2,arterial capillary,Aterial Capillary,Endothelial,Stromal,
PCLAF,cycling EC,cycling EC,Endothelial,Stromal,
TYMS,cycling EC,cycling EC,Endothelial,Stromal,
TK1,cycling EC,cycling EC,Endothelial,Stromal,
HIST1H4C,cycling EC,cycling EC,Endothelial,Stromal,
HMGB2,cycling EC,cycling EC,Endothelial,Stromal,
TUBA1B,cycling EC,cycling EC,Endothelial,Stromal,
ZWINT,cycling EC,cycling EC,Endothelial,Stromal,
RRM2,cycling EC,cycling EC,Endothelial,Stromal,
H2AFZ,cycling EC,cycling EC,Endothelial,Stromal,
HMGA1,cycling EC,cycling EC,Endothelial,Stromal,
DUT,cycling EC,cycling EC,Endothelial,Stromal,
PCNA,cycling EC,cycling EC,Endothelial,Stromal,
MCM7,cycling EC,cycling EC,Endothelial,Stromal,
CKS1B,cycling EC,cycling EC,Endothelial,Stromal,
CDK1,cycling EC,cycling EC,Endothelial,Stromal,
RANBP1,cycling EC,cycling EC,Endothelial,Stromal,
DNMT1,cycling EC,cycling EC,Endothelial,Stromal,
NAP1L1,cycling EC,cycling EC,Endothelial,Stromal,
UBE2T,cycling EC,cycling EC,Endothelial,Stromal,
NUSAP1,cycling EC,cycling EC,Endothelial,Stromal,
DHFR,cycling EC,cycling EC,Endothelial,Stromal,
TUBB,cycling EC,cycling EC,Endothelial,Stromal,
SMC4,cycling EC,cycling EC,Endothelial,Stromal,
UHRF1,cycling EC,cycling EC,Endothelial,Stromal,
IDH2,cycling EC,cycling EC,Endothelial,Stromal,
MAD2L1,cycling EC,cycling EC,Endothelial,Stromal,
CLSPN,cycling EC,cycling EC,Endothelial,Stromal,
USP1,cycling EC,cycling EC,Endothelial,Stromal,
LMNB1,cycling EC,cycling EC,Endothelial,Stromal,
SLC25A5,cycling EC,cycling EC,Endothelial,Stromal,
NASP,cycling EC,cycling EC,Endothelial,Stromal,
BIRC5,cycling EC,cycling EC,Endothelial,Stromal,
MCM3,cycling EC,cycling EC,Endothelial,Stromal,
H2AFV,cycling EC,cycling EC,Endothelial,Stromal,
SMC2,cycling EC,cycling EC,Endothelial,Stromal,
ANP32B,cycling EC,cycling EC,Endothelial,Stromal,
CENPW,cycling EC,cycling EC,Endothelial,Stromal,
MCM5,cycling EC,cycling EC,Endothelial,Stromal,
CENPU,cycling EC,cycling EC,Endothelial,Stromal,
GINS2,cycling EC,cycling EC,Endothelial,Stromal,
CDT1,cycling EC,cycling EC,Endothelial,Stromal,
H2AFX,cycling EC,cycling EC,Endothelial,Stromal,
CDK4,cycling EC,cycling EC,Endothelial,Stromal,
RPS10,cycling EC,cycling EC,Endothelial,Stromal,
RRM1,cycling EC,cycling EC,Endothelial,Stromal,
HMGB1,cycling EC,cycling EC,Endothelial,Stromal,
MKI67,cycling EC,cycling EC,Endothelial,Stromal,
CENPK,cycling EC,cycling EC,Endothelial,Stromal,
DEK,cycling EC,cycling EC,Endothelial,Stromal,
HELLS,cycling EC,cycling EC,Endothelial,Stromal,
SPARCL1,Adult Glia,Glia,Neural-Glia,Stromal,
IGFBP7,Adult Glia,Glia,Neural-Glia,Stromal,
MT2A,Adult Glia,Glia,Neural-Glia,Stromal,
S100A4,Adult Glia,Glia,Neural-Glia,Stromal,
CLU,Adult Glia,Glia,Neural-Glia,Stromal,
SCN7A,Adult Glia,Glia,Neural-Glia,Stromal,
MT1E,Adult Glia,Glia,Neural-Glia,Stromal,
GPR155,Adult Glia,Glia,Neural-Glia,Stromal,
HLA-B,Adult Glia,Glia,Neural-Glia,Stromal,
NRN1,Adult Glia,Glia,Neural-Glia,Stromal,
SPP1,Adult Glia,Glia,Neural-Glia,Stromal,
NEAT1,Adult Glia,Glia,Neural-Glia,Stromal,
LGI4,Adult Glia,Glia,Neural-Glia,Stromal,
SELENOM,Adult Glia,Glia,Neural-Glia,Stromal,
MYOT,Adult Glia,Glia,Neural-Glia,Stromal,
S100A6,Adult Glia,Glia,Neural-Glia,Stromal,
TXNIP,Adult Glia,Glia,Neural-Glia,Stromal,
HLA-C,Adult Glia,Glia,Neural-Glia,Stromal,
MT1M,Adult Glia,Glia,Neural-Glia,Stromal,
PRNP,Adult Glia,Glia,Neural-Glia,Stromal,
FXYD1,Adult Glia,Glia,Neural-Glia,Stromal,
CD74,Adult Glia,Glia,Neural-Glia,Stromal,
SORBS2,Adult Glia,Glia,Neural-Glia,Stromal,
IFI27,Adult Glia,Glia,Neural-Glia,Stromal,
CLIC4,Adult Glia,Glia,Neural-Glia,Stromal,
PDK4,Adult Glia,Glia,Neural-Glia,Stromal,
NNMT,Adult Glia,Glia,Neural-Glia,Stromal,
NUPR1,Adult Glia,Glia,Neural-Glia,Stromal,
HLA-E,Adult Glia,Glia,Neural-Glia,Stromal,
GBP2,Adult Glia,Glia,Neural-Glia,Stromal,
CST3,Adult Glia,Glia,Neural-Glia,Stromal,
SAMHD1,Adult Glia,Glia,Neural-Glia,Stromal,
HLA-DRB1,Adult Glia,Glia,Neural-Glia,Stromal,
CAB39L,Adult Glia,Glia,Neural-Glia,Stromal,
ANK3,Adult Glia,Glia,Neural-Glia,Stromal,
DOCK5,Adult Glia,Glia,Neural-Glia,Stromal,
HLA-A,Adult Glia,Glia,Neural-Glia,Stromal,
C2orf88,Adult Glia,Glia,Neural-Glia,Stromal,
ASPH,Adult Glia,Glia,Neural-Glia,Stromal,
MT1X,Adult Glia,Glia,Neural-Glia,Stromal,
IFI35,Adult Glia,Glia,Neural-Glia,Stromal,
SERPING1,Adult Glia,Glia,Neural-Glia,Stromal,
HLA-DRA,Adult Glia,Glia,Neural-Glia,Stromal,
IGHA1,Adult Glia,Glia,Neural-Glia,Stromal,
EPB41L2,Adult Glia,Glia,Neural-Glia,Stromal,
ITGB4,Adult Glia,Glia,Neural-Glia,Stromal,
ZFP36,Adult Glia,Glia,Neural-Glia,Stromal,
RARRES3,Adult Glia,Glia,Neural-Glia,Stromal,
ASPA,Adult Glia,Glia,Neural-Glia,Stromal,
GPX3,Adult Glia,Glia,Neural-Glia,Stromal,
ASS1,Branch A1 (iMN),Neural,Neural-Glia,Stromal,
SPOCK1,Branch A1 (iMN),Neural,Neural-Glia,Stromal,
PRCD,Branch A1 (iMN),Neural,Neural-Glia,Stromal,
SHC1,Branch A1 (iMN),Neural,Neural-Glia,Stromal,
ICA1,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
PBX3,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
CHRM3,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
RCAN2,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
VAT1L,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
GLCCI1,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
NXPH2,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
PRSS3,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
PAQR8,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
CENPVL3,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
XPR1,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
NELL1,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
KCNG1,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
SORCS3,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
DCC,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
STRA6,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
CHST1,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
ADRA2A,Branch A2 (IPAN/IN),Neural,Neural-Glia,Stromal,
TAC1,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
CARTPT,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
SYT4,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
ONECUT2,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
GRP,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
SNCG,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
TPD52,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
NEFL,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
PENK,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
TMEFF2,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
RUNX1,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
ONECUT3,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
BRINP3,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
HTR3A,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
SPOCK2,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
FDFT1,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
SQLE,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
PSD3,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
SLITRK5,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
PCDH19,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
RTN1,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
AC010247.2,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
TNFSF13B,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
ATP6V0E2,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
HMGCS1,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
DHCR24,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
NRXN2,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
ACAT2,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
SLC18A3,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
ASAH1,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
SEZ6,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
CHST8,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
MSMO1,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
TMEM255B,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
FAT3,Branch A3 (IPAN/IN),Neural,Neural-Glia,Stromal,
